canonical_id;from_google;merge_method;timestamp;raw_goodreads;raw_google
9781449361327;True;isbn13;2025-11-22T16:42:05.093629Z;"{'id': '17912916', 'url': 'https://www.goodreads.com/book/show/17912916', 'title': 'Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking', 'authors': ['Foster Provost', 'Tom Fawcett'], 'rating_value': 4.13, 'rating_count': 2624, 'isbn': '1449361323', 'isbn13': '9781449361327', 'format': 'Paperback', 'num_pages': 413, 'publisher': ""O'Reilly Media"", 'publication_timestamp': 1379401200000, 'publication_date': '2013-09-17', 'language': 'english', 'genres': ['Business', 'Nonfiction', 'Technology', 'Science', 'Computer Science', 'Programming', 'Technical', 'Artificial Intelligence', 'Reference', 'Academic'], 'description': 'Written by renowned data science experts Foster Provost and Tom Fawcett, Data Science for Business introduces the fundamental principles of data science, and walks you through the ""data-analytic thinking"" necessary for extracting useful knowledge and business value from the data you collect. This guide also helps you understand the many data-mining techniques in use today. Based on an MBA course Provost has taught at New York University over the past ten years, Data Science for Business provides examples of real-world business problems to illustrate these principles. You’ll not only learn how to improve communication between business stakeholders and data scientists, but also how participate intelligently in your company’s data science projects. You’ll also discover how to think data-analytically, and fully appreciate how data science methods can support business decision-making.', 'ingestion_date': '2025-11-22 17:32:38'}";"{'gb_id': '_1b4nAEACAAJ', 'gb_url': 'http://books.google.es/books?id=_1b4nAEACAAJ&dq=isbn:9781449361327&hl=&source=gbs_api', 'title': 'Data Science for Business', 'subtitle': None, 'authors': 'Foster Provost; Tom Fawcett', 'publisher': 'Oreilly & Associates Incorporated', 'pub_date': '2013', 'language': 'en', 'categories': 'Computers', 'description': 'Introduces fundamental concepts of data science necessary for extracting useful information from data mining techniques, including envisioning the problem, applying data science techniques, and deploying results to improve decision making.', 'pageCount': 384.0, 'isbn13': 9781449361327, 'isbn10': '1449361323', 'price_amount': None, 'price_currency': None, 'ingestion_date_google': '2025-11-22 17:34:20', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9781449361327'}"
9781118661468;True;isbn13;2025-11-22T16:42:05.093629Z;"{'id': '17682206', 'url': 'https://www.goodreads.com/book/show/17682206', 'title': 'Data Smart: Using Data Science to Transform Information into Insight', 'authors': ['John W. Foreman'], 'rating_value': 4.12, 'rating_count': 1015, 'isbn': '111866146X', 'isbn13': '9781118661468', 'format': 'Paperback', 'num_pages': 409, 'publisher': 'John Wiley & Sons', 'publication_timestamp': 1383202800000, 'publication_date': '2013-10-31', 'language': 'english', 'genres': ['Business', 'Nonfiction', 'Science', 'Technology', 'Computer Science', 'Programming', 'Technical', 'Mathematics', 'Computers', 'Reference'], 'description': ""John is the Chief Data Scientist for MailChimp.com. He's also a recovering management consultant who's done a lot of analytics work for large businesses (Coke, Royal Caribbean, Intercontinental Hotels) and the government (DoD, IRS, DHS).<br /><br />These days John does all sorts of awesome data science for MailChimp, and he blogs for fun about analytics through narrative fiction at AnalyticsMadeSkeezy.com. Spoiler alert: the characters who do meth are frequently confused or in peril. John does not do meth."", 'ingestion_date': '2025-11-22 17:32:41'}";"{'gb_id': 'tXdBAQAAQBAJ', 'gb_url': 'http://books.google.es/books?id=tXdBAQAAQBAJ&dq=isbn:9781118661468&hl=&source=gbs_api', 'title': 'Data Smart', 'subtitle': 'Using Data Science to Transform Information into Insight', 'authors': 'John W. Foreman', 'publisher': 'John Wiley & Sons', 'pub_date': '2013-11-12', 'language': 'en', 'categories': 'Computers', 'description': 'Data Science gets thrown around in the press like it\'s magic. Major retailers are predicting everything from when their customers are pregnant to when they want a new pair of Chuck Taylors. It\'s a brave new world where seemingly meaningless data can be transformed into valuable insight to drive smart business decisions. But how does one exactly do data science? Do you have to hire one of these priests of the dark arts, the ""data scientist,"" to extract this gold from your data? Nope. Data science is little more than using straight-forward steps to process raw data into actionable insight. And in Data Smart, author and data scientist John Foreman will show you how that\'s done within the familiar environment of a spreadsheet. Why a spreadsheet? It\'s comfortable! You get to look at the data every step of the way, building confidence as you learn the tricks of the trade. Plus, spreadsheets are a vendor-neutral place to learn data science without the hype. But don\'t let the Excel sheets fool you. This is a book for those serious about learning the analytic techniques, the math and the magic, behind big data. Each chapter will cover a different technique in a spreadsheet so you can follow along: Mathematical optimization, including non-linear programming and genetic algorithms Clustering via k-means, spherical k-means, and graph modularity Data mining in graphs, such as outlier detection Supervised AI through logistic regression, ensemble models, and bag-of-words models Forecasting, seasonal adjustments, and prediction intervals through monte carlo simulation Moving from spreadsheets into the R programming language You get your hands dirty as you work alongside John through each technique. But never fear, the topics are readily applicable and the author laces humor throughout. You\'ll even learn what a dead squirrel has to do with optimization modeling, which you no doubt are dying to know.', 'pageCount': 437.0, 'isbn13': 9781118661468, 'isbn10': '111866146X', 'price_amount': None, 'price_currency': None, 'ingestion_date_google': '2025-11-22 17:34:21', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9781118661468'}"
456ee907db314df95a22e12a616830708473a0fc;False;none;2025-11-22T16:42:05.093629Z;"{'id': '25407018', 'url': 'https://www.goodreads.com/book/show/25407018', 'title': 'Data Science from Scratch: First Principles with Python', 'authors': ['Joel Grus'], 'rating_value': 3.91, 'rating_count': 1136, 'isbn': None, 'isbn13': None, 'format': 'ebook', 'num_pages': 330, 'publisher': ""O'Reilly Media"", 'publication_timestamp': 1428994800000, 'publication_date': '2015-04-14', 'language': 'english', 'genres': ['Programming', 'Computer Science', 'Technology', 'Nonfiction', 'Technical', 'Reference', 'Artificial Intelligence', 'Computers', 'Coding', 'Science'], 'description': ""<p>Data science libraries, frameworks, modules, and toolkits are great for doing data science, but they’re also a good way to dive into the discipline without actually understanding data science. In this book, you’ll learn how many of the most fundamental data science tools and algorithms work by implementing them <i>from scratch</i>.</p><p>If you have an aptitude for mathematics and some programming skills, author Joel Grus will help you get comfortable with the math and statistics at the core of data science, and with hacking skills you need to get started as a data scientist. Today’s messy glut of data holds answers to questions no one’s even thought to ask. This book provides you with the know-how to dig those answers out.</p> \n   Get a crash course in Python \n   Learn the basics of linear algebra, statistics, and probability—and understand how and when they're used in data science \n   Collect, explore, clean, munge, and manipulate data \n   Dive into the fundamentals of machine learning \n   Implement models such as k-nearest Neighbors, Naive Bayes, linear and logistic regression, decision trees, neural networks, and clustering \n   Explore recommender systems, natural language processing, network analysis, MapReduce, and databases"", 'ingestion_date': '2025-11-22 17:32:44'}";
9781647826314;True;isbn13;2025-11-22T16:42:05.093629Z;{'id': '205905685', 'url': 'https://www.goodreads.com/book/show/205905685', 'title': 'Mindmasters: The Data-Driven Science of Predicting and Changing Human Behavior', 'authors': ['Sandra Matz'], 'rating_value': 4.03, 'rating_count': 291, 'isbn': '1647826314', 'isbn13': '9781647826314', 'format': 'Hardcover', 'num_pages': 240, 'publisher': 'Harvard Business Review Press', 'publication_timestamp': 1736236800000, 'publication_date': '2025-01-07', 'language': 'english', 'genres': ['Nonfiction', 'Psychology', 'Science', 'Technology', 'Artificial Intelligence', 'Sociology', 'Business', 'Audiobook', 'Self Help'], 'description': 'Sandra C. Matz, PhD, is an assistant professor at Columbia Business School in New York City. She was a Visiting Professor of Marketing at University College Dublin, Visiting Researcher at the Stanford Graduate School of Business, and Visiting Researcher in the Department of Psychology at the University of Texas-Austin. She holds a PhD in psychology from the University of Cambridge (UK).', 'ingestion_date': '2025-11-22 17:32:47'};"{'gb_id': 'tYp50AEACAAJ', 'gb_url': 'http://books.google.es/books?id=tYp50AEACAAJ&dq=isbn:9781647826314&hl=&source=gbs_api', 'title': 'Mindmasters', 'subtitle': 'The Data-Driven Science of Predicting and Changing Human Behavior', 'authors': 'SANDRA. MATZ', 'publisher': None, 'pub_date': '2025-01-07', 'language': 'en', 'categories': 'Business & Economics', 'description': ""A refreshingly relatable exploration of how algorithms penetrate the most intimate aspects of our psychology, and how we can regain mastery over our lives--from the pioneering expert of psychological targeting. There are more digital pieces of data than stars in the universe. This data helps us monitor our planet, decipher our genetic code, and take a deep dive into our psychology. As algorithms become increasingly adept at accessing our minds, they also become more and more powerful at controlling it--enticing us to buy a certain product or vote for a certain political candidate. Some of us say this technological trend is no big deal. Others consider it one of the greatest threats to humanity. But what if the truth is more nuanced and mind-bending than that? In Mindmasters, Columbia Business School professor Sandra Matz offers a fascinating insider perspective on the art and data-driven science of psychological targeting. By relating her own personal story of growing up in a small village--where few aspects of life remain truly private--to her groundbreaking research in computational psychology, Matz reveals how Big Data offers insights into the most intimate aspects of our psyche and how these insights empower external influence over the choices we make. Filled with Ted-Talk-like explanations and real-life examples from Matz's research and consulting work, Mindmasters paints a nuanced picture of the power of psychological targeting. Like nosy neighbors, it can be creepy, manipulative, and downright harmful--with scandals like Cambridge Analytica being merely the tip of the iceberg. Yet, like any tight-knit, supportive village community, it also holds enormous potential to help us live healthier and happier lives--for example, by improving our mental health, encouraging better financial decisions, or enabling us to break out of our echo chambers. With passion and clear-eyed precision, Matz shows us how to manage psychological targeting and redesign the data game in a way that empowers us to take back control and ask more of our personal data. Mindmasters is a riveting look at what our digital footprints reveal about us, how they're being used--for good and for ill--and how we can gain more control and power over the data that define us."", 'pageCount': 0.0, 'isbn13': 9781647826314, 'isbn10': '1647826314', 'price_amount': None, 'price_currency': None, 'ingestion_date_google': '2025-11-22 17:34:24', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9781647826314'}"
9781491910351;False;none;2025-11-22T16:42:05.093629Z;"{'id': '33399049', 'url': 'https://www.goodreads.com/book/show/33399049', 'title': 'R for Data Science: Import, Tidy, Transform, Visualize, and Model Data', 'authors': ['Hadley Wickham'], 'rating_value': 4.54, 'rating_count': 1209, 'isbn': '1491910356', 'isbn13': '9781491910351', 'format': 'Kindle Edition', 'num_pages': 521, 'publisher': ""O'Reilly Media"", 'publication_timestamp': 1481529600000, 'publication_date': '2016-12-12', 'language': None, 'genres': ['Programming', 'Computer Science', 'Nonfiction', 'Science', 'Reference', 'Technical', 'Textbooks', 'Technology', 'Mathematics', 'Computers'], 'description': 'Learn how to use R to turn raw data into insight, knowledge, and understanding. This book introduces you to R, RStudio, and the tidyverse, a collection of R packages designed to work together to make data science fast, fluent, and fun. Suitable for readers with no previous programming experience, R for Data Science is designed to get you doing data science as quickly as possible.<br /><br />Authors Hadley Wickham and Garrett Grolemund guide you through the steps of importing, wrangling, exploring, and modeling your data and communicating the results. You\'ll get a complete, big-picture understanding of the data science cycle, along with basic tools you need to manage the details. Each section of the book is paired with exercises to help you practice what you\'ve learned along the way.<br /><br />You\'ll learn how <br /><br /><b>Wrangle</b>—transform your datasets into a form convenient for analysis<b>Program</b>—learn powerful R tools for solving data problems with greater clarity and ease<b>Explore</b>—examine your data, generate hypotheses, and quickly test them<b>Model</b>—provide a low-dimensional summary that captures true ""signals"" in your dataset<b>Communicate</b>—learn R Markdown for integrating prose, code, and results', 'ingestion_date': '2025-11-22 17:32:50'}";
9781449358655;True;isbn13;2025-11-22T16:42:05.093629Z;"{'id': '17346997', 'url': 'https://www.goodreads.com/book/show/17346997', 'title': 'Doing Data Science: Straight Talk from the Frontline', 'authors': [""Cathy O'Neil"", 'Rachel Schutt'], 'rating_value': 3.74, 'rating_count': 570, 'isbn': '1449358659', 'isbn13': '9781449358655', 'format': 'Paperback', 'num_pages': 405, 'publisher': ""O'Reilly Media"", 'publication_timestamp': 1386057600000, 'publication_date': '2013-12-03', 'language': 'english', 'genres': ['Computer Science', 'Nonfiction', 'Technology', 'Business', 'Programming', 'Science', 'Technical', 'Mathematics', 'Computers', 'Ebooks'], 'description': 'Cathy O’Neil is the author of the bestselling Weapons of Math Destruction, which won the Euler Book Prize and was longlisted for the National Book Award. She received her PhD in mathematics from Harvard and has worked in finance, tech, and academia. She launched the Lede Program for data journalism at Columbia University and recently founded ORCAA, an algorithmic auditing company. O’Neil is a regular contributor to Bloomberg View.', 'ingestion_date': '2025-11-22 17:32:52'}";"{'gb_id': 'vaBDzwEACAAJ', 'gb_url': 'http://books.google.es/books?id=vaBDzwEACAAJ&dq=isbn:9781449358655&hl=&source=gbs_api', 'title': 'Doing Data Science', 'subtitle': 'Straight Talk from the Frontline', 'authors': ""Cathy O'Neil"", 'publisher': None, 'pub_date': None, 'language': 'en', 'categories': 'Big data', 'description': None, 'pageCount': 0.0, 'isbn13': 9781449358655, 'isbn10': '1449358659', 'price_amount': None, 'price_currency': None, 'ingestion_date_google': '2025-11-22 17:34:29', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9781449358655'}"
9789811127007;False;none;2025-11-22T16:42:05.093629Z;"{'id': '34213247', 'url': 'https://www.goodreads.com/book/show/34213247', 'title': 'Numsense! Data Science for the Layman: No Math Added', 'authors': ['Annalyn Ng', 'Kenneth Soo'], 'rating_value': 4.14, 'rating_count': 616, 'isbn': '981112700X', 'isbn13': '9789811127007', 'format': 'Kindle Edition', 'num_pages': 147, 'publisher': '', 'publication_timestamp': 1486108800000, 'publication_date': '2017-02-03', 'language': 'english', 'genres': ['Nonfiction', 'Science', 'Business', 'Technology', 'Computer Science', 'Mathematics', 'Technical', 'Stem', 'Artificial Intelligence', 'Software'], 'description': ""---------------<br /><b>Reference text for data science in top universities like Stanford and Cambridge. Sold in over 85 countries and translated into more than 5 languages.</b><br />---------------<br /><br />Want to get started on data science?<br />Our promise: no math added.<br /><br />This book has been written in layman's terms as a gentle introduction to data science and its algorithms. Each algorithm has its own dedicated chapter that explains how it works, and shows an example of a real-world application. To help you grasp key concepts, we stick to intuitive explanations and visuals.<br /><br />Popular concepts covered include:<br /><br />- A/B Testing<br />- Anomaly Detection<br />- Association Rules<br />- Clustering<br />- Decision Trees and Random Forests<br />- Regression Analysis<br />- Social Network Analysis<br />- Neural Networks<br /><br />Features:<br /><br />- Intuitive explanations and visuals<br />- Real-world applications to illustrate each algorithm<br />- Point summaries at the end of each chapter<br />- Reference sheets comparing the pros and cons of algorithms<br />- Glossary list of commonly-used terms<br /><br />With this book, we hope to give you a practical understanding of data science, so that you, too, can leverage its strengths in making better decisions."", 'ingestion_date': '2025-11-22 17:32:55'}";
9781491912058;True;isbn13;2025-11-22T16:42:05.093629Z;"{'id': '26457146', 'url': 'https://www.goodreads.com/book/show/26457146', 'title': 'Python Data Science Handbook: Essential Tools for Working with Data', 'authors': ['Jake VanderPlas'], 'rating_value': 4.3, 'rating_count': 662, 'isbn': '1491912057', 'isbn13': '9781491912058', 'format': 'Paperback', 'num_pages': 546, 'publisher': ""O'Reilly Media"", 'publication_timestamp': 1483430400000, 'publication_date': '2017-01-03', 'language': 'english', 'genres': ['Programming', 'Computer Science', 'Nonfiction', 'Technical', 'Reference', 'Technology', 'Coding', 'Artificial Intelligence', 'Textbooks', 'Science'], 'description': 'Jake VanderPlas is a well-known data scientist, researcher, and educator. He is recognized for his contributions to the fields of machine learning, data science, and astronomy. VanderPlas is particularly famous for his work in Python programming for data analysis and scientific computing.<br />He is the author of several popular resources, including:<br />""Python Data Science Handbook"": A highly regarded book that provides a comprehensive guide to data science with Python, covering topics such as data manipulation, visualization, and machine learning.<br />He has also contributed to open-source projects related to data science and scientific computing, particularly within the Python ecosystem.<br />In addition to his work in data science, Jake VanderPlas is also an academic with a background in astronomy. He has worked at the University of Washington and has been involved in research related to both machine learning applications and astrophysics.', 'ingestion_date': '2025-11-22 17:32:58'}";"{'gb_id': 'yijjwAEACAAJ', 'gb_url': 'http://books.google.es/books?id=yijjwAEACAAJ&dq=isbn:9781491912058&hl=&source=gbs_api', 'title': 'Python Data Science Handbook', 'subtitle': 'Essential Tools for Working with Data', 'authors': 'Jacob T. Vanderplas; Jake VanderPlas', 'publisher': ""O'Reilly Media"", 'pub_date': '2016', 'language': 'en', 'categories': 'Computers', 'description': ""For many researchers, Python is a first-class tool mainly because of its libraries for storing, manipulating, and gaining insight from data. Several resources exist for individual pieces of this data science stack, but only with the Python Data Science Handbook do you get them all--IPython, NumPy, Pandas, Matplotlib, Scikit-Learn, and other related tools. Working scientists and data crunchers familiar with reading and writing Python code will find this comprehensive desk reference ideal for tackling day-to-day issues: manipulating, transforming, and cleaning data; visualizing different types of data; and using data to build statistical or machine learning models. Quite simply, this is the must-have reference for scientific computing in Python. With this handbook, you'll learn how to use: IPython and Jupyter: provide computational environments for data scientists using Python NumPy: includes the ndarray for efficient storage and manipulation of dense data arrays in Python Pandas: features the DataFrame for efficient storage and manipulation of labeled/columnar data in Python Matplotlib: includes capabilities for a flexible range of data visualizations in Python Scikit-Learn: for efficient and clean Python implementations of the most important and established machine learning algorithms"", 'pageCount': 529.0, 'isbn13': 9781491912058, 'isbn10': '1491912057', 'price_amount': None, 'price_currency': None, 'ingestion_date_google': '2025-11-22 17:34:34', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9781491912058'}"
9780262535434;True;isbn13;2025-11-22T16:42:05.093629Z;{'id': '36722689', 'url': 'https://www.goodreads.com/book/show/36722689', 'title': 'Data Science', 'authors': ['John D. Kelleher', 'Brendan Tierney'], 'rating_value': 3.9, 'rating_count': 853, 'isbn': '0262535432', 'isbn13': '9780262535434', 'format': 'Paperback', 'num_pages': 280, 'publisher': 'The MIT Press', 'publication_timestamp': 1523602800000, 'publication_date': '2018-04-13', 'language': 'english', 'genres': ['Nonfiction', 'Science', 'Technology', 'Computer Science', 'Computers', 'Artificial Intelligence', 'Business', 'Mathematics', 'Textbooks', 'Programming'], 'description': 'John D. Kelleher is a Professor of Computer Science and the Academic Leader of the Information, Communication, and Entertainment Research Institute at the Dublin Institute of Technology. He is the coauthor of <em>Fundamentals of Machine Learning for Predictive Data Analytics</em> (MIT Press).', 'ingestion_date': '2025-11-22 17:33:01'};"{'gb_id': 'TFpVDwAAQBAJ', 'gb_url': 'http://books.google.es/books?id=TFpVDwAAQBAJ&dq=isbn:9780262535434&hl=&source=gbs_api', 'title': 'Data Science', 'subtitle': None, 'authors': 'John D. Kelleher; Brendan Tierney', 'publisher': 'MIT Press', 'pub_date': '2018-04-13', 'language': 'en', 'categories': 'Computers', 'description': 'A concise introduction to the emerging field of data science, explaining its evolution, relation to machine learning, current uses, data infrastructure issues, and ethical challenges. The goal of data science is to improve decision making through the analysis of data. Today data science determines the ads we see online, the books and movies that are recommended to us online, which emails are filtered into our spam folders, and even how much we pay for health insurance. This volume in the MIT Press Essential Knowledge series offers a concise introduction to the emerging field of data science, explaining its evolution, current uses, data infrastructure issues, and ethical challenges. It has never been easier for organizations to gather, store, and process data. Use of data science is driven by the rise of big data and social media, the development of high-performance computing, and the emergence of such powerful methods for data analysis and modeling as deep learning. Data science encompasses a set of principles, problem definitions, algorithms, and processes for extracting non-obvious and useful patterns from large datasets. It is closely related to the fields of data mining and machine learning, but broader in scope. This book offers a brief history of the field, introduces fundamental data concepts, and describes the stages in a data science project. It considers data infrastructure and the challenges posed by integrating data from multiple sources, introduces the basics of machine learning, and discusses how to link machine learning expertise with real-world problems. The book also reviews ethical and legal issues, developments in data regulation, and computational approaches to preserving privacy. Finally, it considers the future impact of data science and offers principles for success in data science projects.', 'pageCount': 282.0, 'isbn13': 9780262535434, 'isbn10': '0262535432', 'price_amount': None, 'price_currency': None, 'ingestion_date_google': '2025-11-22 17:34:35', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9780262535434'}"
9781119741763;True;isbn13;2025-11-22T16:42:05.093629Z;"{'id': '56357967', 'url': 'https://www.goodreads.com/book/show/56357967', 'title': 'Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning', 'authors': ['Alex J. Gutman', 'Jordan Goldmeier'], 'rating_value': 4.21, 'rating_count': 424, 'isbn': '1119741769', 'isbn13': '9781119741763', 'format': 'ebook', 'num_pages': 288, 'publisher': 'Wiley', 'publication_timestamp': 1618297200000, 'publication_date': '2021-04-13', 'language': None, 'genres': ['Business', 'Nonfiction', 'Technology', 'Programming', 'Science', 'Computer Science', 'Audiobook', 'Textbooks', 'Mathematics', 'Technical'], 'description': ""<b>Turn yourself into a Data Head. You'll become a more valuable employee and make your organization more successful.<br /></b>Thomas H. Davenport, Research Fellow, Author of <i>Competing on Analytics</i>, <i>Big Data @ Work</i>, and <i>The AI Advantage</i><br /><br /><b>You've heard the hype around data--now get the facts.</b><br /><br />In <i>Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning</i>, award-winning data scientists Alex Gutman and Jordan Goldmeier pull back the curtain on data science and give you the language and tools necessary to talk and think critically about it.<br /><br />You'll learn how to:<br /><br />Think statistically and understand the role variation plays in your life and decision making Speak intelligently and ask the right questions about the statistics and results you encounter in the workplace Understand what's really going on with machine learning, text analytics, deep learning, and artificial intelligence Avoid common pitfalls when working with and interpreting data <i>Becoming a Data Head</i> is a complete guide for data science in the workplace: covering everything from the personalities you'll work with to the math behind the algorithms. The authors have spent years in data trenches and sought to create a fun, approachable, and eminently readable book. Anyone can become a Data Head--an active participant in data science, statistics, and machine learning. Whether you're a business professional, engineer, executive, or aspiring data scientist, this book is for you."", 'ingestion_date': '2025-11-22 17:33:04'}";"{'gb_id': 'GCUqEAAAQBAJ', 'gb_url': 'https://play.google.com/store/books/details?id=GCUqEAAAQBAJ&source=gbs_api', 'title': 'Becoming a Data Head', 'subtitle': 'How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning', 'authors': 'Alex J. Gutman; Jordan Goldmeier', 'publisher': 'John Wiley & Sons', 'pub_date': '2021-04-13', 'language': 'en', 'categories': 'Business & Economics', 'description': '""Turn yourself into a Data Head. You\'ll become a more valuable employee and make your organization more successful."" Thomas H. Davenport, Research Fellow, Author of Competing on Analytics, Big Data @ Work, and The AI Advantage You\'ve heard the hype around data - now get the facts. In Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning, award-winning data scientists Alex Gutman and Jordan Goldmeier pull back the curtain on data science and give you the language and tools necessary to talk and think critically about it. You\'ll learn how to: Think statistically and understand the role variation plays in your life and decision making Speak intelligently and ask the right questions about the statistics and results you encounter in the workplace Understand what\'s really going on with machine learning, text analytics, deep learning, and artificial intelligence Avoid common pitfalls when working with and interpreting data Becoming a Data Head is a complete guide for data science in the workplace: covering everything from the personalities you’ll work with to the math behind the algorithms. The authors have spent years in data trenches and sought to create a fun, approachable, and eminently readable book. Anyone can become a Data Head—an active participant in data science, statistics, and machine learning. Whether you\'re a business professional, engineer, executive, or aspiring data scientist, this book is for you.', 'pageCount': 269.0, 'isbn13': 9781119741763, 'isbn10': '1119741769', 'price_amount': 27.99, 'price_currency': 'EUR', 'ingestion_date_google': '2025-11-22 17:34:36', 'query_url': 'https://www.googleapis.com/books/v1/volumes?q=isbn:9781119741763'}"
